"","Genus","Species","Date","GrowthT","Rep","LeafT","Resp","Rarea","Rmass","individual1","individual","LeafT2"
"262","Pinus","nigra","1/9/15",20,2,43.55999409,-2.428655933,3.631182556,0.02284002444,"Pinusnigra20","Pinusnigra20r2",1897.47308512084
"263","Pinus","nigra","1/9/15",20,3,13.83225635,-1.135332782,0.983681833,0.005714762326,"Pinusnigra20","Pinusnigra20r3",191.331315732115
"264","Pinus","nigra","1/9/15",20,3,22.86707714,-0.89736335,0.777498931,0.004516929613,"Pinusnigra20","Pinusnigra20r3",522.903216926711
"265","Pinus","nigra","1/9/15",20,3,31.86539959,-0.879670039,0.762168987,0.004427869326,"Pinusnigra20","Pinusnigra20r3",1015.40369103037
"266","Pinus","nigra","1/9/15",20,3,40.86043588,-2.865763325,2.482971834,0.01442498318,"Pinusnigra20","Pinusnigra20r3",1669.57522030359
"267","Pinus","nigra","1/9/15",20,3,45.79962267,-3.063231076,2.654063026,0.01541894837,"Pinusnigra20","Pinusnigra20r3",2097.60543671438
"268","Pinus","nigra","12/11/14",25,1,13.80050204,-1.059599683,1.06349918,0.006534016546,"Pinusnigra25","Pinusnigra25r1",190.453856556044
"269","Pinus","nigra","12/11/14",25,1,22.8980184,-2.351347095,2.36000043,0.01449957099,"Pinusnigra25","Pinusnigra25r1",524.319246646739
"270","Pinus","nigra","12/11/14",25,1,32.18730146,-4.509537,4.52613282,0.02780803905,"Pinusnigra25","Pinusnigra25r1",1036.02237527692
"271","Pinus","nigra","12/11/14",25,1,41.234546,-5.939684606,5.9615436,0.03662703766,"Pinusnigra25","Pinusnigra25r1",1700.28778382612
"272","Pinus","nigra","12/11/14",25,1,42.92491722,-6.491905088,6.515796341,0.0400323027,"Pinusnigra25","Pinusnigra25r1",1842.54851834385
"273","Pinus","nigra","12/11/14",25,2,13.13782774,-0.955268928,0.953045156,0.00590279461,"Pinusnigra25","Pinusnigra25r2",172.602517725914
"274","Pinus","nigra","12/11/14",25,2,23.09339489,-2.353540268,2.348061458,0.01454298827,"Pinusnigra25","Pinusnigra25r2",533.304887545478
"275","Pinus","nigra","12/11/14",25,2,32.01243036,-4.151828977,4.142163928,0.02565496793,"Pinusnigra25","Pinusnigra25r2",1024.79569755385
"276","Pinus","nigra","12/11/14",25,2,43.57228418,-7.241732897,7.224874856,0.04474809205,"Pinusnigra25","Pinusnigra25r2",1898.54394866268
"277","Pinus","nigra","12/11/14",25,2,49.06145547,-7.956519855,7.93799786,0.04916490127,"Pinusnigra25","Pinusnigra25r2",2407.02641283479
"278","Pinus","nigra","12/11/14",25,3,13.86257829,-0.570193175,0.914015241,0.004936737443,"Pinusnigra25","Pinusnigra25r3",192.171076846379
"279","Pinus","nigra","12/11/14",25,3,22.85383415,-0.624948058,1.001786895,0.005410805696,"Pinusnigra25","Pinusnigra25r3",522.297735355706
"280","Pinus","nigra","12/11/14",25,3,31.827396,-1.138137927,1.824426279,0.009854008025,"Pinusnigra25","Pinusnigra25r3",1012.98313614082
"281","Pinus","nigra","12/11/14",25,3,40.72385012,-2.852360276,4.572311423,0.02469575996,"Pinusnigra25","Pinusnigra25r3",1658.43196859622
"282","Pinus","nigra","12/11/14",25,3,44.65349579,-2.620497095,4.20063654,0.02268828653,"Pinusnigra25","Pinusnigra25r3",1993.93468626755
"283","Pinus","nigra","1/28/15",30,1,13.91695343,-0.38707574,0.302324192,0.003008360676,"Pinusnigra30","Pinusnigra30r1",193.681592772789
"284","Pinus","nigra","1/28/15",30,1,23.02956208,-0.760110505,0.593681727,0.005907594596,"Pinusnigra30","Pinusnigra30r1",530.360729596574
"285","Pinus","nigra","1/28/15",30,1,32.00716551,-1.627661627,1.271279583,0.0126502199,"Pinusnigra30","Pinusnigra30r1",1024.45864398453
"286","Pinus","nigra","1/28/15",30,1,41.10611791,-2.296816252,1.79392053,0.01785090351,"Pinusnigra30","Pinusnigra30r1",1689.71292963082
"287","Pinus","nigra","1/28/15",30,1,43.87696249,-2.231732638,1.743087195,0.01734507232,"Pinusnigra30","Pinusnigra30r1",1925.18783734887
"288","Pinus","nigra","1/28/15",30,3,13.85138183,-0.413231665,0.365907614,0.002182561612,"Pinusnigra30","Pinusnigra30r3",191.860778600454
"289","Pinus","nigra","1/28/15",30,3,22.77121629,-0.903442097,0.799978244,0.004771701217,"Pinusnigra30","Pinusnigra30r3",518.528291325961
"290","Pinus","nigra","1/28/15",30,3,31.83325807,-1.474630075,1.305752723,0.007788539127,"Pinusnigra30","Pinusnigra30r3",1013.35631935122
"291","Pinus","nigra","1/28/15",30,3,40.86741165,-2.482390939,2.198102957,0.01311121975,"Pinusnigra30","Pinusnigra30r3",1670.14533497056
"292","Pinus","nigra","1/28/15",30,3,46.46379379,-2.811547205,2.489563641,0.01484972115,"Pinusnigra30","Pinusnigra30r3",2158.88413335964
"293","Pinus","nigra","11/20/14",35,1,13.87039657,-0.497193,0.380116973,0.002734333639,"Pinusnigra35","Pinusnigra35r1",192.387901009068
"294","Pinus","nigra","11/20/14",35,1,22.93121017,-0.426571437,0.326124951,0.002345947405,"Pinusnigra35","Pinusnigra35r1",525.840399860711
"295","Pinus","nigra","11/20/14",35,1,31.97086499,-1.169413717,0.894047184,0.006431239505,"Pinusnigra35","Pinusnigra35r1",1022.13620820881
"296","Pinus","nigra","11/20/14",35,1,41.28453532,-1.753165191,1.34034036,0.009641605085,"Pinusnigra35","Pinusnigra35r1",1704.41285658833
"297","Pinus","nigra","11/20/14",35,1,43.8515762,-1.66766509,1.27497331,0.00917139371,"Pinusnigra35","Pinusnigra35r1",1922.96073522441
"298","Pinus","nigra","11/20/14",35,2,13.76125908,-0.660435581,0.505628874,0.00388491518,"Pinusnigra35","Pinusnigra35r2",189.372251466882
"299","Pinus","nigra","11/20/14",35,2,21.83185837,-0.186795657,0.143010584,0.001098797985,"Pinusnigra35","Pinusnigra35r2",476.630039887739
"300","Pinus","nigra","11/20/14",35,2,30.79738591,-0.732042566,0.560451116,0.004306132739,"Pinusnigra35","Pinusnigra35r2",948.478978889466
"301","Pinus","nigra","11/20/14",35,2,40.98702489,-1.833770786,1.403933229,0.01078688698,"Pinusnigra35","Pinusnigra35r2",1679.93620933348
"302","Pinus","nigra","11/20/14",35,2,49.07697903,-1.786127574,1.36745763,0.01050663279,"Pinusnigra35","Pinusnigra35r2",2408.54987071106
"313","Pinus","pinaster","1/16/15",15,2,13.95545029,-1.209052486,0.76740875,0.006889187953,"Pinuspinaster15","Pinuspinaster15r2",194.754592796661
"314","Pinus","pinaster","1/16/15",15,2,23.46598036,-2.103792338,1.335317257,0.01198742073,"Pinuspinaster15","Pinuspinaster15r2",550.652234255906
"315","Pinus","pinaster","1/16/15",15,2,32.03324963,-3.287087448,2.086377307,0.01872984301,"Pinuspinaster15","Pinuspinaster15r2",1026.1290818579
"316","Pinus","pinaster","1/16/15",15,2,41.4750549,-5.718688075,3.629760758,0.03258511724,"Pinuspinaster15","Pinuspinaster15r2",1720.18017895801
"317","Pinus","pinaster","1/16/15",15,2,44.73999078,-6.322587396,4.013067214,0.03602613901,"Pinuspinaster15","Pinuspinaster15r2",2001.66677499448
"328","Pinus","pinaster","1/8/15",20,2,13.44532726,-0.827430715,0.472952681,0.003752520251,"Pinuspinaster20","Pinuspinaster20r2",180.776825128499
"329","Pinus","pinaster","1/8/15",20,2,22.91019966,-1.938771261,1.108185916,0.008792613427,"Pinuspinaster20","Pinuspinaster20r2",524.877248461064
"330","Pinus","pinaster","1/8/15",20,2,32.37774901,-3.496982984,1.99884709,0.01585933326,"Pinuspinaster20","Pinuspinaster20r2",1048.31863095456
"331","Pinus","pinaster","1/8/15",20,2,41.08890788,-5.903031835,3.374125084,0.02677111943,"Pinuspinaster20","Pinuspinaster20r2",1688.29835077113
"332","Pinus","pinaster","1/8/15",20,2,43.34184473,-6.150460457,3.515553276,0.0278932447,"Pinuspinaster20","Pinuspinaster20r2",1878.51550459943
"338","Pinus","pinaster","12/3/14",25,1,13.80205016,-0.881245836,0.314150973,0.002338555957,"Pinuspinaster25","Pinuspinaster25r1",190.496588619156
"339","Pinus","pinaster","12/3/14",25,1,23.06909569,-1.764644565,0.629069419,0.004682825029,"Pinuspinaster25","Pinuspinaster25r1",532.183175954377
"340","Pinus","pinaster","12/3/14",25,1,31.87463275,-3.653979604,1.302589129,0.009696540303,"Pinuspinaster25","Pinuspinaster25r1",1015.99221294737
"341","Pinus","pinaster","12/3/14",25,1,40.92211008,-5.872744176,2.093545544,0.01558446044,"Pinuspinaster25","Pinuspinaster25r1",1674.61909339964
"342","Pinus","pinaster","12/3/14",25,1,43.43079862,-6.640716794,2.367316307,0.01762242404,"Pinuspinaster25","Pinuspinaster25r1",1886.23426877099
"343","Pinus","pinaster","12/3/14",25,2,13.84966603,-0.619339013,0.38972565,0.002760797976,"Pinuspinaster25","Pinuspinaster25r2",191.813249142536
"344","Pinus","pinaster","12/3/14",25,2,23.60504601,-1.544996977,0.972205754,0.006887059333,"Pinuspinaster25","Pinuspinaster25r2",557.198197134217
"345","Pinus","pinaster","12/3/14",25,2,32.10513206,-3.319528229,2.088848388,0.01479730266,"Pinuspinaster25","Pinuspinaster25r2",1030.73950459004
"346","Pinus","pinaster","12/3/14",25,2,40.76756784,-4.94053089,3.108881525,0.0220231689,"Pinuspinaster25","Pinuspinaster25r2",1661.994587589
"347","Pinus","pinaster","12/3/14",25,2,41.78586232,-4.893434801,3.079245811,0.02181323091,"Pinuspinaster25","Pinuspinaster25r2",1746.058289826
"348","Pinus","pinaster","12/3/14",25,3,13.80745099,-1.143603004,0.522352164,0.003982366815,"Pinuspinaster25","Pinuspinaster25r3",190.645702841252
"349","Pinus","pinaster","12/3/14",25,3,22.83042224,-2.323447245,1.061257877,0.008090936429,"Pinuspinaster25","Pinuspinaster25r3",521.228179656687
"350","Pinus","pinaster","12/3/14",25,3,31.8693601,-4.814425613,2.199037278,0.01676526621,"Pinuspinaster25","Pinuspinaster25r3",1015.65611318347
"351","Pinus","pinaster","12/3/14",25,3,40.8566261,-7.295427228,3.332259696,0.02540485396,"Pinuspinaster25","Pinuspinaster25r3",1669.2638962752
"352","Pinus","pinaster","12/3/14",25,3,45.1038012,-8.975402271,4.099605179,0.03125502822,"Pinuspinaster25","Pinuspinaster25r3",2034.35288268912
"353","Pinus","pinaster","1/27/15",30,1,13.92754563,-0.417035553,0.214029024,0.001865930887,"Pinuspinaster30","Pinuspinaster30r1",193.976527275732
"354","Pinus","pinaster","1/27/15",30,1,23.15124357,-0.697799386,0.358121317,0.003122144904,"Pinuspinaster30","Pinuspinaster30r1",535.980078837466
"355","Pinus","pinaster","1/27/15",30,1,31.89735719,-1.482050612,0.76061104,0.006631098937,"Pinuspinaster30","Pinuspinaster30r1",1017.44139570644
"356","Pinus","pinaster","1/27/15",30,1,41.00844242,-2.243193927,1.15124143,0.01003666187,"Pinuspinaster30","Pinuspinaster30r1",1681.69234971446
"357","Pinus","pinaster","1/27/15",30,1,43.13849102,-2.375220485,1.218999479,0.01062738472,"Pinuspinaster30","Pinuspinaster30r1",1860.92940748262
"358","Pinus","pinaster","1/27/15",30,2,13.31780738,-0.702164509,0.320940585,0.003194076614,"Pinuspinaster30","Pinuspinaster30r2",177.363993410782
"359","Pinus","pinaster","1/27/15",30,2,23.52235759,-1.462218146,0.668340739,0.006651485122,"Pinuspinaster30","Pinuspinaster30r2",553.301306591831
"360","Pinus","pinaster","1/27/15",30,2,32.30035869,-3.190121513,1.458119073,0.01451154593,"Pinuspinaster30","Pinuspinaster30r2",1043.31317150266
"361","Pinus","pinaster","1/27/15",30,2,41.2630053,-4.926231057,2.251648232,0.02240893582,"Pinuspinaster30","Pinuspinaster30r2",1702.63560638783
"362","Pinus","pinaster","1/27/15",30,2,42.58543051,-5.0251759,2.296873269,0.02285902608,"Pinuspinaster30","Pinuspinaster30r2",1813.51889172204
"368","Pinus","pinaster","11/13/14",35,1,13.97920978,-0.989832932,0.900940169,0.007498734333,"Pinuspinaster35","Pinuspinaster35r1",195.418306073248
"369","Pinus","pinaster","11/13/14",35,1,23.11078427,-1.373541496,1.250189468,0.01040561739,"Pinuspinaster35","Pinuspinaster35r1",534.108349574479
"370","Pinus","pinaster","11/13/14",35,1,31.8201462,-2.457809041,2.237083472,0.01861976546,"Pinuspinaster35","Pinuspinaster35r1",1012.52170418937
"371","Pinus","pinaster","11/13/14",35,1,41.37321625,-3.571538477,3.250793517,0.02705710968,"Pinuspinaster35","Pinuspinaster35r1",1711.74302286926
"372","Pinus","pinaster","11/13/14",35,1,44.82693881,-4.087335593,3.720269047,0.03096466358,"Pinuspinaster35","Pinuspinaster35r1",2009.45444307548
"373","Pinus","pinaster","11/13/14",35,2,14.1346876,-0.691520491,0.973743944,0.008790514711,"Pinuspinaster35","Pinuspinaster35r2",199.789393549594
"374","Pinus","pinaster","11/13/14",35,2,22.84749661,-1.222028981,1.720763643,0.0155342667,"Pinuspinaster35","Pinuspinaster35r2",522.008101343961
"375","Pinus","pinaster","11/13/14",35,2,32.20275463,-2.04312871,2.876970726,0.02597197513,"Pinuspinaster35","Pinuspinaster35r2",1037.01740575999
"376","Pinus","pinaster","11/13/14",35,2,41.57058882,-2.973074973,4.186446805,0.03779332593,"Pinuspinaster35","Pinuspinaster35r2",1728.11385484151
"377","Pinus","pinaster","11/13/14",35,2,43.32584646,-3.017092401,4.248428633,0.0383528695,"Pinuspinaster35","Pinuspinaster35r2",1877.12897147549
"378","Pinus","pinaster","2/5/15",35,4,13.82565875,-0.35713222,0.208341597,0.001984067892,"Pinuspinaster35","Pinuspinaster35r4",191.148839871452
"379","Pinus","pinaster","2/5/15",35,4,23.04961829,-0.819906106,0.478311778,0.00455503392,"Pinuspinaster35","Pinuspinaster35r4",531.284903314703
"380","Pinus","pinaster","2/5/15",35,4,31.86605124,-2.115537363,1.234149167,0.01175298535,"Pinuspinaster35","Pinuspinaster35r4",1015.44522163031
"381","Pinus","pinaster","2/5/15",35,4,41.10974984,-2.953152017,1.722791648,0.0164064001,"Pinuspinaster35","Pinuspinaster35r4",1690.01153190738
"382","Pinus","pinaster","2/5/15",35,4,43.29659774,-3.165705559,1.846789825,0.0175872531,"Pinuspinaster35","Pinuspinaster35r4",1874.59537585937
"383","Pinus","pinaster","2/5/15",35,5,13.57586184,-0.071670856,0.058746603,0.0006535336436,"Pinuspinaster35","Pinuspinaster35r5",184.304024698768
"384","Pinus","pinaster","2/5/15",35,5,23.61146337,-0.720561581,0.590624247,0.006570470344,"Pinuspinaster35","Pinuspinaster35r5",557.501202472852
"385","Pinus","pinaster","2/5/15",35,5,32.65555746,-1.618052271,1.326272353,0.01475427602,"Pinuspinaster35","Pinuspinaster35r5",1066.38543302336
"386","Pinus","pinaster","2/5/15",35,5,41.56102579,-2.509324644,2.056823479,0.02288137973,"Pinuspinaster35","Pinuspinaster35r5",1727.31886471705
"387","Pinus","pinaster","2/5/15",35,5,43.56673569,-2.357699886,1.932540891,0.02149878316,"Pinuspinaster35","Pinuspinaster35r5",1898.06045868232
"388","Pinus","pinea","1/15/15",15,1,13.81864028,-0.489741716,0.317327246,0.002178243363,"Pinuspinea15","Pinuspinea15r1",190.954819188038
"389","Pinus","pinea","1/15/15",15,1,23.00496318,-1.213930013,0.786563723,0.005399243942,"Pinuspinea15","Pinuspinea15r1",529.228330913156
"390","Pinus","pinea","1/15/15",15,1,31.66407351,-1.851278847,1.19953273,0.008234005249,"Pinuspinea15","Pinuspinea15r1",1002.61355124668
"391","Pinus","pinea","1/15/15",15,1,41.41988323,-2.742982578,1.777310526,0.01220007077,"Pinuspinea15","Pinuspinea15r1",1715.60672678684
"392","Pinus","pinea","1/15/15",15,1,45.49876271,-3.140346985,2.034782064,0.01396744397,"Pinuspinea15","Pinuspinea15r1",2070.13740814089
"403","Pinus","pinea","12/18/14",20,1,13.79733953,-1.076497709,0.634415701,0.00368663599,"Pinuspinea20","Pinuspinea20r1",190.366578106101
"404","Pinus","pinea","12/18/14",20,1,23.28443692,-2.596924744,1.530453636,0.00889357789,"Pinuspinea20","Pinuspinea20r1",542.165002681459
"405","Pinus","pinea","12/18/14",20,1,32.42798632,-4.985436005,2.938082313,0.01707341098,"Pinuspinea20","Pinuspinea20r1",1051.57429677011
"406","Pinus","pinea","12/18/14",20,1,40.86914108,-7.244661996,4.269518905,0.02481048629,"Pinuspinea20","Pinuspinea20r1",1670.28669261694
"407","Pinus","pinea","12/18/14",20,1,43.35714672,-7.754174158,4.569791273,0.02655539095,"Pinuspinea20","Pinuspinea20r1",1879.84217169961
"418","Pinus","pinea","12/1/14",25,1,13.83783028,-1.011938461,0.817838196,0.005621880339,"Pinuspinea25","Pinuspinea25r1",191.485546858085
"419","Pinus","pinea","12/1/14",25,1,23.51670152,-2.00378483,1.619438171,0.01113213794,"Pinuspinea25","Pinuspinea25r1",553.03525038077
"420","Pinus","pinea","12/1/14",25,1,32.33995255,-3.759292403,3.038221231,0.0208849578,"Pinuspinea25","Pinuspinea25r1",1045.87253093625
"421","Pinus","pinea","12/1/14",25,1,41.04218309,-4.870363187,3.936177145,0.02705757326,"Pinuspinea25","Pinuspinea25r1",1684.46079279308
"422","Pinus","pinea","12/1/14",25,1,43.90358006,-5.058056631,4.087869044,0.02810031462,"Pinuspinea25","Pinuspinea25r1",1927.52434208483
"423","Pinus","pinea","12/1/14",25,2,13.56913306,-1.314673468,0.658379168,0.004479296314,"Pinuspinea25","Pinuspinea25r2",184.121371999985
"424","Pinus","pinea","12/1/14",25,2,22.83804628,-2.261431383,1.13250883,0.007705047302,"Pinuspinea25","Pinuspinea25r2",521.576357887422
"425","Pinus","pinea","12/1/14",25,2,31.84228819,-4.44017893,2.223610181,0.01512837795,"Pinuspinea25","Pinuspinea25r2",1013.93131717501
"426","Pinus","pinea","12/1/14",25,2,39.84262748,-6.905666094,3.458308703,0.02352867494,"Pinuspinea25","Pinuspinea25r2",1587.43496451005
"427","Pinus","pinea","12/1/14",25,2,49.49392478,-8.773382624,4.393647921,0.0298922747,"Pinuspinea25","Pinuspinea25r2",2449.6485901283
"433","Pinus","pinea","1/26/15",30,1,13.82688544,-0.051781013,0.033062262,0.000302812942,"Pinuspinea30","Pinuspinea30r1",191.182760970884
"434","Pinus","pinea","1/26/15",30,1,23.13101491,-0.699992112,0.446946118,0.004093521125,"Pinuspinea30","Pinuspinea30r1",535.043850766642
"435","Pinus","pinea","1/26/15",30,1,32.11644672,-1.789120672,1.1423565,0.01046269399,"Pinuspinea30","Pinuspinea30r1",1031.4661499186
"436","Pinus","pinea","1/26/15",30,1,40.92880813,-2.262465584,1.444588007,0.01323079289,"Pinuspinea30","Pinuspinea30r1",1675.16733494235
"437","Pinus","pinea","1/26/15",30,1,44.09174278,-2.571873165,1.642145258,0.01504019395,"Pinuspinea30","Pinuspinea30r1",1944.08178137768
"468","Pinus","sylvestris","1/20/15",15,1,13.33326986,-0.190639761,0.103346455,0.0005517793371,"Pinussylvestris15","Pinussylvestris15r1",177.776085159584
"469","Pinus","sylvestris","1/20/15",15,1,22.93605423,-1.112135923,0.602892622,0.003218917288,"Pinussylvestris15","Pinussylvestris15r1",526.062583641501
"470","Pinus","sylvestris","1/20/15",15,1,32.24900304,-1.745676908,0.946337319,0.005052610442,"Pinussylvestris15","Pinussylvestris15r1",1039.99819707393
"471","Pinus","sylvestris","1/20/15",15,1,41.2315464,-2.710565174,1.469406491,0.00784534059,"Pinussylvestris15","Pinussylvestris15r1",1700.04041853535
"472","Pinus","sylvestris","1/20/15",15,1,43.26298423,-2.633490746,1.427624185,0.007622259758,"Pinussylvestris15","Pinussylvestris15r1",1871.68580448523
"483","Pinus","sylvestris","1/13/15",20,2,13.8938886,-0.874935979,0.599544983,0.00350910152,"Pinussylvestris20","Pinussylvestris20r2",193.04014042921
"484","Pinus","sylvestris","1/13/15",20,2,23.2120487,-1.808114353,1.239000242,0.007251795534,"Pinussylvestris20","Pinussylvestris20r2",538.799204851172
"485","Pinus","sylvestris","1/13/15",20,2,32.43909212,-3.33376019,2.284440514,0.01337069595,"Pinussylvestris20","Pinussylvestris20r2",1052.29469756985
"486","Pinus","sylvestris","1/13/15",20,2,41.46014023,-4.976042445,3.409805239,0.01995738949,"Pinussylvestris20","Pinussylvestris20r2",1718.94322789126
"487","Pinus","sylvestris","1/13/15",20,2,42.64558324,-5.280073103,3.618140545,0.02117676378,"Pinussylvestris20","Pinussylvestris20r2",1818.64576987977
"488","Pinus","sylvestris","12/10/14",25,1,13.7265545,-0.84003127,0.711790372,0.003623427478,"Pinussylvestris25","Pinussylvestris25r1",188.41829844147
"489","Pinus","sylvestris","12/10/14",25,1,23.15356203,-1.582262397,1.34071097,0.006824999554,"Pinussylvestris25","Pinussylvestris25r1",536.087434677058
"490","Pinus","sylvestris","12/10/14",25,1,31.94784511,-3.185991651,2.699611624,0.01374259519,"Pinussylvestris25","Pinussylvestris25r1",1020.66480717255
"491","Pinus","sylvestris","12/10/14",25,1,40.93983182,-4.808727304,4.07461712,0.02074217385,"Pinussylvestris25","Pinussylvestris25r1",1676.06982944988
"492","Pinus","sylvestris","12/10/14",25,1,43.55743148,-5.075415868,4.30059246,0.02189251992,"Pinussylvestris25","Pinussylvestris25r1",1897.24983713489
"493","Pinus","sylvestris","12/10/14",25,2,14.58592987,-0.436332471,0.410794732,0.00336936271,"Pinussylvestris25","Pinussylvestris25r2",212.749350172558
"494","Pinus","sylvestris","12/10/14",25,2,23.36633351,-1.036039987,0.975402467,0.008000308776,"Pinussylvestris25","Pinussylvestris25r2",545.985541700549
"495","Pinus","sylvestris","12/10/14",25,2,32.02843389,-1.785786543,1.681267732,0.01378985747,"Pinussylvestris25","Pinussylvestris25r2",1025.8205774461
"496","Pinus","sylvestris","12/10/14",25,2,41.52506955,-2.362577299,2.224299984,0.01824384015,"Pinussylvestris25","Pinussylvestris25r2",1724.33140113234
"497","Pinus","sylvestris","12/10/14",25,2,48.14744513,-2.706486873,2.548081161,0.02089951254,"Pinussylvestris25","Pinussylvestris25r2",2318.17647254636
"503","Pinus","sylvestris","1/29/15",30,1,13.90537041,-0.116709569,0.119192752,0.0008030474965,"Pinussylvestris30","Pinussylvestris30r1",193.359326239304
"504","Pinus","sylvestris","1/29/15",30,1,22.93239507,-0.415054956,0.423885913,0.002855882728,"Pinussylvestris30","Pinussylvestris30r1",525.89474364656
"505","Pinus","sylvestris","1/29/15",30,1,31.98610455,-0.846153412,0.864156677,0.005822156508,"Pinussylvestris30","Pinussylvestris30r1",1023.11088428353
"506","Pinus","sylvestris","1/29/15",30,1,40.98406792,-1.395939411,1.425640249,0.009605087687,"Pinussylvestris30","Pinussylvestris30r1",1679.69382327117
"507","Pinus","sylvestris","1/29/15",30,1,42.43419439,-1.345990891,1.374628995,0.009261405212,"Pinussylvestris30","Pinussylvestris30r1",1800.66085352831
"508","Pinus","sylvestris","1/29/15",30,2,13.84595867,-0.318721841,1.668700736,0.008853384463,"Pinussylvestris30","Pinussylvestris30r2",191.710571491348
"509","Pinus","sylvestris","1/29/15",30,2,23.11965708,-0.443618783,2.322611429,0.01232274397,"Pinussylvestris30","Pinussylvestris30r2",534.518543496794
"510","Pinus","sylvestris","1/29/15",30,2,32.20608833,-0.680982332,3.565352524,0.01891617589,"Pinussylvestris30","Pinussylvestris30r2",1037.23212551976
"511","Pinus","sylvestris","1/29/15",30,2,41.10999066,-0.874035274,4.576100911,0.02427875761,"Pinussylvestris30","Pinussylvestris30r2",1690.03133206529
"512","Pinus","sylvestris","1/29/15",30,2,44.16933424,-0.848864617,4.444317367,0.0235795727,"Pinussylvestris30","Pinussylvestris30r2",1950.93008720484
"513","Pinus","sylvestris","1/29/15",30,3,13.80578452,-1.12174638,0.702922013,0.005802136446,"Pinussylvestris30","Pinussylvestris30r3",190.599686212672
"514","Pinus","sylvestris","1/29/15",30,3,22.71471425,-1.947474002,1.220349244,0.01007314139,"Pinussylvestris30","Pinussylvestris30r3",515.958243459153
"515","Pinus","sylvestris","1/29/15",30,3,31.85505772,-3.437981923,2.154348986,0.01778266512,"Pinussylvestris30","Pinussylvestris30r3",1014.74470234453
"516","Pinus","sylvestris","1/29/15",30,3,40.9041654,-5.64603017,3.537982352,0.02920360433,"Pinussylvestris30","Pinussylvestris30r3",1673.15074707056
"517","Pinus","sylvestris","1/29/15",30,3,46.05637639,-5.741566316,3.597848344,0.02969775681,"Pinussylvestris30","Pinussylvestris30r3",2121.18980617735
"518","Pinus","sylvestris","11/24/14",35,1,13.93787688,-0.790063714,0.39668471,0.003440045197,"Pinussylvestris35","Pinussylvestris35r1",194.264411922039
"519","Pinus","sylvestris","11/24/14",35,1,23.80457159,-1.850034075,0.928887402,0.008055300762,"Pinussylvestris35","Pinussylvestris35r1",566.657628583435
"520","Pinus","sylvestris","11/24/14",35,1,32.21063024,-3.424040602,1.719183566,0.01490873992,"Pinussylvestris35","Pinussylvestris35r1",1037.524700458
"521","Pinus","sylvestris","11/24/14",35,1,41.07993466,-5.239907729,2.630916014,0.02281527313,"Pinussylvestris35","Pinussylvestris35r1",1687.56103166987
"522","Pinus","sylvestris","11/24/14",35,1,43.23458099,-5.40560535,2.714111473,0.02353674318,"Pinussylvestris35","Pinussylvestris35r1",1869.22899338087
"523","Pinus","sylvestris","11/24/14",35,2,13.8489894,-1.440686134,0.733173605,0.005163749584,"Pinussylvestris35","Pinussylvestris35r2",191.794507401312
"524","Pinus","sylvestris","11/24/14",35,2,23.43037319,-2.95830931,1.505500921,0.01060325918,"Pinussylvestris35","Pinussylvestris35r2",548.982387822671
"525","Pinus","sylvestris","11/24/14",35,2,32.30658982,-5.982941601,3.044753996,0.02144423513,"Pinussylvestris35","Pinussylvestris35r2",1043.71574579773
"526","Pinus","sylvestris","11/24/14",35,2,41.03366222,-8.085185151,4.114598041,0.02897915825,"Pinussylvestris35","Pinussylvestris35r2",1683.76143518506
"527","Pinus","sylvestris","11/24/14",35,2,43.42499658,-9.106071194,4.634132923,0.03263824801,"Pinussylvestris35","Pinussylvestris35r2",1885.73032797301
"528","Pinus","sylvestris","11/24/14",35,3,13.71185089,-1.17685594,0.555470079,0.004720010454,"Pinussylvestris35","Pinussylvestris35r3",188.014854829594
"529","Pinus","sylvestris","11/24/14",35,3,22.65255908,-1.740963478,0.821725997,0.006982473844,"Pinussylvestris35","Pinussylvestris35r3",513.13843287289
"530","Pinus","sylvestris","11/24/14",35,3,31.45701572,-3.135717836,1.480043031,0.01257640843,"Pinussylvestris35","Pinussylvestris35r3",989.543838008327
"531","Pinus","sylvestris","11/24/14",35,3,40.46330888,-5.229650928,2.468368909,0.02097453581,"Pinussylvestris35","Pinussylvestris35r3",1637.27936551829
"532","Pinus","sylvestris","11/24/14",35,3,43.76570208,-5.559565835,2.624087084,0.02229772394,"Pinussylvestris35","Pinussylvestris35r3",1915.43667855532
"533","Zea","mays","1/14/15",15,1,13.83268613,-0.22871884,0.22871884,0.01025276183,"Zeamays15","Zeamays15r1",191.343205571094
"534","Zea","mays","1/14/15",15,1,22.87292827,-0.464776394,0.464776394,0.02083449564,"Zeamays15","Zeamays15r1",523.170847644565
"535","Zea","mays","1/14/15",15,1,32.27127387,-0.693464842,0.693464842,0.03108589515,"Zeamays15","Zeamays15r1",1041.43511719254
"536","Zea","mays","1/14/15",15,1,41.03512988,-1.12331692,1.12331692,0.05035484115,"Zeamays15","Zeamays15r1",1683.88188426847
"537","Zea","mays","1/14/15",15,1,46.10819418,-1.347136988,1.347136988,0.06038800616,"Zeamays15","Zeamays15r1",2125.96557054059
"538","Zea","mays","1/14/15",15,2,13.82406794,-0.270278613,0.270278613,0.01337820632,"Zeamays15","Zeamays15r2",191.104854409736
